user_id,FA-Score,AE-Score,PU-Score,RW-Score,UES-Score
dce9a213-82cf-49e3-b209-6d3e9be5b964,2.33,3.0,3.67,3.0,3.0
89183017-3e13-4660-b81d-19b193533f87,4.67,5.0,4.67,4.67,4.75
8c3fc22c-4fe4-4fca-a34f-d271fbace09b,3.67,3.67,5.0,4.33,4.17
caf711b5-2061-4b97-adc2-c7f8238aefdc,4.0,4.0,3.0,5.0,4.0
e14ec5a0-e14a-4fa9-8264-7cbde6cbc2ad,4.33,4.33,5.0,5.0,4.66
43796b89-de58-455f-9e20-21c44e16469f,1.0,1.0,2.33,2.33,1.66
173d7d29-33b2-4ffe-b541-e7739073533d,5.0,1.0,2.33,2.33,2.66
4909fb8f-a289-4aaa-a7d1-e8fef077ec9e,2.67,3.67,2.0,3.67,3.0
6e3d37b2-ad2d-4dd7-bf4f-cb7387001642,4.33,4.33,4.67,5.0,4.58
a5e53f3b-ad77-428f-bfbf-52feb4abf3f6,4.0,4.33,4.0,5.0,4.33
6c16f363-f550-44ba-8049-7e76e6fc795b,4.67,5.0,4.67,5.0,4.84
e3da0af5-9676-4173-af90-f0185778c6ff,4.67,5.0,5.0,5.0,4.92
fb57c7e0-11fe-4014-b274-6fafbbf88469,3.67,3.67,2.67,4.67,3.67
39b18ee9-2410-430f-869e-e16b58d3b22b,4.0,4.0,3.0,4.0,3.75
eefee5a1-fe6a-45a5-b85c-32f13156c5d4,4.67,5.0,5.0,5.0,4.92
92c73d1d-0c60-4016-96df-7fe074e5c784,4.33,5.0,5.0,4.67,4.75
9319bc21-4a28-436b-972e-c0a3ee8aa5c2,2.0,4.0,4.67,4.33,3.75
022d250f-f709-400f-9e82-60d5dc757b83,5.0,5.0,5.0,5.0,5.0
452940c2-1ce1-4850-812a-19278d759d22,4.33,5.0,5.0,5.0,4.83
0d6870f5-d3e8-4c46-90de-4a65e9fe0f23,5.0,5.0,5.0,5.0,5.0
25af2fca-dadd-4640-ae3d-17d62031743e,5.0,4.67,5.0,4.67,4.84
592abd6a-ef29-4ad9-b93c-2b69bdb81236,3.0,3.67,4.0,4.33,3.75
04f4264b-6341-45d9-8ffc-47f8e1eb8731,1.67,3.0,4.0,4.0,3.17
23cc43f1-d78a-499c-a39d-24102ff0c8d1,1.67,3.67,5.0,4.33,3.67
4c49de36-8c7c-4119-aa6f-e2f4fd97a492,1.0,1.0,3.67,1.0,1.67
2f98b9c0-2f7c-4b82-a1f5-6762478960de,4.67,4.0,4.33,4.0,4.25
57575466-6e5f-4aa3-8769-ccdde3888df8,1.67,1.33,2.67,1.33,1.75
2b1eacd7-776e-4217-9709-4aadea9b453b,2.67,3.67,3.0,3.33,3.17
927b63d9-8021-4847-ae6f-4229783657b0,4.0,3.0,2.67,3.0,3.17
1b33983e-ef50-4711-8749-02cee11fa1df,5.0,5.0,4.67,5.0,4.92
b6662cb5-4458-43b9-8add-2e058335ad30,1.0,3.0,3.0,3.0,2.5
960db6e9-3a04-4710-accd-1af645d7d98f,3.0,4.0,3.33,4.67,3.75
216e09f4-2a96-4609-ac7d-b3e80692ef8a,3.67,3.0,5.0,3.67,3.84
9d423322-8459-4391-9a64-6bf32778f4f0,3.0,3.67,4.67,3.67,3.75
bff8f4a4-d6c5-471f-90f8-468d2626fb9e,3.67,3.0,4.33,4.67,3.92
1100ba1c-b549-4f11-a369-5eb916e11249,5.0,5.0,4.67,5.0,4.92
be4cae48-1030-4e42-8a82-91b5de267620,3.0,4.0,5.0,4.0,4.0
1b0d4b43-d771-4a5d-9a1a-5a6dfbe1dcb4,3.67,4.67,4.0,4.33,4.17
e4bdc59c-df09-4abd-b26e-483f0d0e29d0,3.67,4.67,5.0,5.0,4.58
4c41ecb0-0a74-4c7d-b56e-68cb01f988f7,3.0,3.67,3.33,4.0,3.5
6b951a55-6572-4028-b7d7-5f0bf1fa0fb4,3.33,3.67,3.33,3.67,3.5
bb6d381b-0182-4770-a73a-75a88b9a1d02,4.33,4.0,5.0,5.0,4.58
483f0fba-2deb-45c3-9cf1-fd407a31ea97,3.67,3.0,3.33,3.33,3.33
8d141a36-e461-47bb-904c-3603604f1937,1.33,2.0,2.67,1.67,1.92
cf37b95d-6616-4893-87a8-c5e471932e39,3.0,3.33,5.0,3.67,3.75
dba7e682-58f6-42ec-bcdd-ab0d8e210d20,3.0,3.33,4.67,3.33,3.58
375cca22-1498-463a-ba40-1b180f1d2eab,3.67,5.0,4.67,4.67,4.5
474c532e-dc2b-4fe2-bc93-c1b74acc92d9,3.33,4.33,5.0,5.0,4.42
fab1d94e-5eb7-463d-be4c-e265f6eb2d87,1.67,1.67,3.0,2.0,2.08
32f5154a-840d-4004-ab51-a3f2c6f5f312,4.0,4.67,5.0,5.0,4.67
b3547372-2a77-42a9-b913-224017c861bb,2.33,3.0,3.0,3.33,2.92
ecfb3649-6305-49d0-b4c1-29a036e54000,3.33,4.33,4.67,5.0,4.33
1b9b28db-841b-4e2b-aa03-14a5a02cd3b8,3.67,5.0,5.0,5.0,4.67
1e3f3b00-2ae0-4fe4-a765-5df1e5572ab6,4.0,4.33,5.0,5.0,4.58
c3389339-8208-4283-8b04-cc358ef8177a,4.67,5.0,5.0,5.0,4.92
267ebb00-2461-4df3-82f0-903031dcbfa7,3.33,3.0,3.0,3.0,3.08
8470de08-1e3d-4801-82cc-9545bea38ccf,4.0,4.67,4.67,4.67,4.5
ed76851b-aa85-4b6c-b1f4-43109bf960ef,3.33,3.67,3.33,2.67,3.25
e8d1f3c7-24e7-4914-952b-62ece7a16b11,3.0,4.33,3.33,4.33,3.75
5e5bad74-7af7-49a5-8830-52e8d7d40aa6,3.67,5.0,5.0,5.0,4.67
f81085af-7ea7-4a7f-bda3-fc14eeb59a99,3.0,3.0,3.67,2.33,3.0
c48fdb3c-ec7a-41d8-9a20-56f97cb782e6,4.0,4.33,2.67,4.0,3.75
dad7931f-633f-4224-9c35-0d1b5e6bfe00,3.33,4.0,4.67,4.33,4.08
124236a1-6919-4e0b-bc11-9e706059d196,3.33,3.67,4.33,4.33,3.92
eb386f28-46b6-4ba6-9d3c-ccec40712466,3.67,4.33,3.67,4.33,4.0
a3a5a009-51ab-4fce-b89f-2c8e1ac1673c,3.33,3.0,4.33,3.33,3.5
af06b1d9-895e-4449-a557-f76d65a15fd4,4.0,4.0,5.0,5.0,4.5
a6a6d45d-6e6d-41e1-9e1c-5af051c8ce82,2.67,2.67,3.0,3.33,2.92
5be3455c-5983-438f-b634-1c50774609fb,4.0,4.67,4.67,4.33,4.42
f8a17e69-1371-47e8-9753-182deb8dd47a,4.0,4.0,4.33,4.0,4.08
f84589da-9df4-44ab-b6fe-cca108d90823,4.0,3.67,3.33,4.0,3.75
ea54bc8b-d2a6-410a-95f2-09bbb07d1f31,3.0,3.0,5.0,3.0,3.5
28f55086-5622-4d33-9678-0ccff7835e36,3.67,3.33,4.33,4.67,4.0
802f05c3-87b7-44e5-b334-2ad54f0cfd12,4.33,5.0,5.0,5.0,4.83
b1d5a313-d416-41bb-86ad-03c5ef753d56,4.0,3.33,4.0,4.0,3.83
38d230ef-e50b-48fb-8737-81712fc7193d,1.0,1.0,1.67,1.33,1.25
26246096-6fd4-4191-8329-c05013412210,3.0,4.0,4.33,4.33,3.92
5e3166c0-44f6-47c9-9190-8b3a56b8dd2c,4.33,5.0,3.67,4.67,4.42
aa213350-6b5f-4751-a015-ec007edd497a,4.0,4.33,3.33,4.33,4.0
b603793e-58ae-4fdf-b58b-1e54e919fe0e,3.67,4.67,3.33,5.0,4.17
89e19b0a-fd68-41f2-9b73-0185df581925,3.0,3.0,3.33,4.67,3.5
4a80e593-db83-4335-8eba-2de82cc3589f,1.67,3.33,3.0,2.33,2.58
46ca6d77-32f2-4cbb-a4e2-c4f68d246137,3.0,2.67,3.67,2.33,2.92
624ea4b0-6dd6-45de-b3db-178de5f02dcc,5.0,5.0,5.0,5.0,5.0
1afe8993-eb7a-4750-9c27-b44bd7d7177b,3.0,3.0,3.0,3.0,3.0
2c382993-a45e-454b-afb8-55ba3a0809e3,4.67,5.0,3.67,5.0,4.58
96a599a4-59f7-4523-8bef-00a5518152f0,2.67,2.67,3.33,3.67,3.08
6b6751d8-6752-4c6b-be34-06efe4aa0b0b,3.0,2.33,5.0,5.0,3.83
eca45f9c-96c0-41de-852c-f5fd8090f257,2.0,3.0,5.0,4.0,3.5
389eacfb-74bf-4f2e-b0ae-4527fd5e7185,4.33,4.0,3.67,4.67,4.17
cf7f20b2-0517-4897-93f9-c276ff8f2d5f,4.0,4.33,4.33,5.0,4.42
7dbaec68-7ff1-4f69-9305-52f5fb725ce2,3.33,4.33,5.0,5.0,4.42
d497f4af-1e32-4924-ac0d-ac3f32a021a2,1.67,4.33,5.0,5.0,4.0
ff4ef58c-8a0e-471e-b2ad-9c73ff20eee8,4.33,5.0,5.0,5.0,4.83
37a2d6c7-9fba-44f2-9675-6f305e2b1d40,5.0,5.0,5.0,5.0,5.0
602695c7-589c-4ab5-b78c-535ae4589365,5.0,5.0,3.33,5.0,4.58
14ef9216-d2a0-49f5-bb2a-4c377b52ff66,1.67,2.67,3.67,3.0,2.75
6edd505a-910f-4dc4-b164-af2708e5aa5c,4.0,4.33,4.33,4.67,4.33
e6d668ae-0f50-4df4-86ab-97c864e4c7f2,3.0,2.0,3.0,2.0,2.5
84128b16-54e3-4406-8145-023bc9917fe3,3.0,4.0,4.67,5.0,4.17
9b3b0dea-6ea3-4660-be0f-194bf669f493,4.0,3.67,5.0,5.0,4.42
ba08cb4c-29c0-43d2-b314-2987ab583c10,4.0,4.0,4.67,5.0,4.42
f9912b77-ee0a-45b0-80e0-7f2ec9842613,4.0,4.33,3.33,4.67,4.08
f3d33e47-55f5-477c-9b86-702c3bf31493,3.67,4.67,2.67,4.33,3.84
c51fcea3-172c-45fa-927c-8c8c265daa4f,2.67,4.33,4.67,4.67,4.08
f5874e8a-90f8-4f41-b278-3c754f515de1,4.33,3.67,4.0,4.33,4.08
1e6c8675-ff9a-4d68-bb64-2c81d6565bdc,4.0,5.0,4.33,4.33,4.42
7881b5d2-b433-4951-9499-be31fb2b70f7,4.67,4.67,4.33,4.67,4.58
c78c3672-ea83-4ecd-8422-2899b2750e55,3.0,3.0,3.0,3.0,3.0
b514d3e0-d191-4d7c-bb22-4f783819da2e,3.33,4.33,4.33,4.0,4.0
3c27c9fb-411c-4a63-92a1-81e612a23c20,3.67,4.33,2.33,4.0,3.58
7bef06db-5111-4754-8108-f013f084f3cf,3.67,4.0,4.33,4.67,4.17
5011d48f-28ea-45dc-8087-d008575440bf,3.33,3.33,4.67,5.0,4.08
024fb6e5-0895-4d1f-bb4a-0b1ea07c380b,2.0,2.0,2.33,2.33,2.16
cfdc4240-3ce6-4601-8b2b-7e1b907c0d29,2.67,4.0,4.67,3.67,3.75
b41a9061-8516-4a1c-9623-32ae77e7a00b,3.0,3.0,5.0,4.0,3.75
af642998-b5f5-4926-8c7d-b792c9ee54bd,3.33,3.67,5.0,5.0,4.25
aa98a3c7-a248-439d-88b2-acbeb63f45d5,4.0,4.0,4.0,4.0,4.0
2d4712f8-b7ad-43ad-9161-2a1bd9bbf31e,2.0,2.0,4.67,3.0,2.92
613dfe0b-6ad3-48fa-a460-8b7fb1cdd48c,4.67,5.0,4.67,5.0,4.84
8e1375e2-fafe-43dd-8bc4-20ae42adad19,3.33,4.33,3.0,4.33,3.75
a967eeb9-b21c-405a-bee2-0f137e06ec9e,4.0,3.0,3.33,4.67,3.75
9366866c-2c0f-4126-a889-25f1bc9cecb2,3.67,3.33,4.0,5.0,4.0
e6215b6b-5df6-46b6-9ffe-bb07679cd19d,3.67,4.0,4.0,4.33,4.0
6eb6b324-ac1a-404c-b02e-0705a912f859,5.0,5.0,5.0,5.0,5.0
c7f7067b-be60-438c-a9ce-79a30a314da4,4.0,4.0,4.33,4.0,4.08
4c6fc231-4c4c-405e-9c41-d1710a1ba376,3.67,4.67,5.0,5.0,4.58
0e311de3-5430-4d17-9b40-74d4f3629f95,5.0,4.67,3.67,4.67,4.5
2716d80c-b949-4b30-a87b-abc50cba27c5,1.0,1.0,1.67,1.0,1.17
b8b33c7b-74d8-47fd-8441-681d1576880f,3.33,5.0,4.33,5.0,4.42
ec80c170-1121-47a9-8f87-de04d30e3195,5.0,5.0,4.33,5.0,4.83
ca85c56c-757c-4e62-8a52-bcdf426df13d,3.0,3.33,4.33,4.0,3.66
cc91ce18-6340-4907-9a9c-95ea97ae13b6,2.67,3.0,4.67,4.0,3.58
6f0799a4-b193-45b4-8a40-65b7b2c7201e,2.67,3.0,4.67,3.0,3.34
2e25bc0a-7bca-4387-9468-baa412f00a41,3.67,3.67,4.33,4.0,3.92
084fa33f-a036-4a0f-8989-f56564b7b866,3.0,2.33,2.67,2.67,2.67
f00020f7-4d82-4218-bd0b-8b653075e048,3.33,5.0,5.0,5.0,4.58
8cc747a2-6d3d-422b-8c63-57304cd34f92,3.33,3.67,3.33,3.67,3.5
e401cc87-b074-4fdd-aac1-9c95a2ca2db8,2.0,3.0,3.0,2.33,2.58
efa19ea3-1de1-4f59-8c02-e84cc1404a16,3.0,3.33,2.67,4.0,3.25
bf66c375-ba9e-4f25-9f4a-bc13a4913fd9,2.0,3.0,4.0,3.0,3.0
06f68d4e-3a72-4d99-9a78-0a729528d853,4.33,5.0,5.0,5.0,4.83
cb2a394c-3a93-48cd-8bde-084b761dd6b4,3.33,3.67,4.67,3.67,3.84
05573f3b-c211-4f3a-8d5c-c7a7b9294422,1.0,1.0,1.0,1.0,1.0
8d5932eb-1254-446b-afea-f58523d6f5c6,3.33,3.67,4.33,3.67,3.75
2d06db04-f695-4147-acbe-a6a70206c969,3.0,3.0,5.0,3.67,3.67
b7fa7823-1d6c-44ef-a9d2-cd8b0547b309,5.0,5.0,4.67,5.0,4.92
3d52248c-aece-46a7-81aa-726e28465049,5.0,5.0,5.0,5.0,5.0
3447461f-7258-4487-ba03-1da974d8762c,4.0,3.67,4.0,4.0,3.92
458f6009-1897-4634-95ab-12b0f66af970,5.0,4.67,5.0,5.0,4.92
e9190a4e-55bc-4aa5-aa45-8479a274924a,2.67,3.33,4.0,4.0,3.5
2a2558ec-3be0-4611-9f8a-95a52c35bfbb,2.67,4.33,4.33,4.0,3.83
82dc6279-9142-4df1-8c44-0f97d5ad3ab6,4.0,4.0,3.33,4.0,3.83
e8c37d25-04c0-45bb-9a79-f15aa3212d77,4.0,4.67,4.33,5.0,4.5
1fc774b4-37a3-43e9-b806-5b1ad2361c99,2.67,2.33,3.0,3.33,2.83
181c052d-021a-4209-a14c-169746840c22,1.33,3.0,2.67,2.67,2.42
79afe592-d05d-4d07-b1ae-f8dfebbd003d,4.0,4.0,4.67,4.0,4.17
cbd44c26-6867-43e6-9a3b-00cc57b1c98c,4.33,5.0,4.67,5.0,4.75
70c013a1-d368-40d1-9b27-29dbbda5079e,4.67,5.0,4.33,5.0,4.75
7d701696-772b-4380-a45a-0327f90e4c59,4.0,4.33,5.0,4.33,4.42
e28314fe-b34c-450c-abef-eb9578c8bb9b,3.67,4.33,5.0,4.33,4.33
52f639e2-c3e6-4ae7-b900-61b7b3e776e0,2.33,2.0,3.67,2.67,2.67
2d0cb41b-1ca3-4a24-882d-88a8d56dc5e9,1.0,2.0,3.0,2.0,2.0
951174f3-5b43-4c95-ba71-83d2ed645670,3.67,4.0,5.0,4.67,4.34
f2108f90-21af-4c50-b90d-0ec3c84388c1,3.67,5.0,4.67,5.0,4.58
cf26882f-d93e-4c32-9449-958c5747a6c0,3.67,4.0,4.0,5.0,4.17
1f71aafb-b16d-487c-a705-5eb2af18221c,4.33,5.0,5.0,5.0,4.83
0e3cddf1-9a98-4c8f-b350-0f70542ebf90,3.0,3.67,4.33,3.0,3.5
f0a04839-8b8e-4ee0-a34e-b5b2cf5d3d39,3.67,3.0,4.33,4.0,3.75
c1dacf13-c5c4-4afd-8187-1030da4c78f0,4.33,3.33,3.67,4.33,3.92
ba30c161-aa67-479e-9766-292a03363827,4.33,5.0,4.33,5.0,4.66
3a253211-3fe3-4f0b-ba0c-a460221cf9b8,3.67,3.67,4.67,5.0,4.25
1b351dab-37d3-4c7b-8a16-0c39c0d6a2c3,3.67,4.0,3.33,4.0,3.75
271f7cd0-9f42-40bf-a080-df169059ae54,3.0,3.67,4.0,4.0,3.67
215abb87-c5fe-4116-abf5-2685aad22176,4.0,4.33,5.0,5.0,4.58
61ddf8f3-b703-42d9-8bb0-f85992f78b81,3.0,3.33,3.0,4.33,3.42
e96fdd5e-1e9c-4c90-8ab0-580e9851f46d,2.33,1.33,3.33,2.33,2.33
fa00cfc3-30bb-42a8-988f-26708f26ed0d,4.67,3.67,4.67,5.0,4.5
b7f7c36b-1688-4b5f-82cc-67e421e767b9,2.33,3.33,3.67,3.67,3.25
ca493881-37d6-46bc-ae7a-9e85378e7937,3.67,1.33,2.33,1.0,2.08
79a5eba0-b0f8-42b5-80b4-a4a2cb683c28,2.67,2.67,3.33,3.0,2.92
47c6a15a-ab07-449b-83c8-90bd70f7f451,3.33,4.67,5.0,5.0,4.5
1b8f35e7-05e7-465a-894d-2b0f0ad53e0f,3.67,3.33,4.0,4.0,3.75
9be42bff-a5ff-40ab-b1e1-cca5ef36be1e,2.33,4.33,4.33,4.33,3.83
7328117f-7b48-46d2-ab94-709c10180c55,4.0,3.33,3.0,4.33,3.66
452d8de6-7309-4bef-957d-997d263adba6,3.33,3.0,4.33,3.33,3.5
aff54621-e1d7-4d62-97b1-43ea6a282217,3.67,4.67,4.33,4.0,4.17
ec1c20bd-aba2-4896-802d-fbb753fa0b68,3.0,4.0,3.67,4.0,3.67
51789051-a03c-4012-81c5-a40f7e66fe61,4.33,2.67,4.33,4.33,3.92
83eb738d-c345-4ffa-b74b-3457ad20e0f9,3.67,5.0,5.0,5.0,4.67
3f589fb6-33d2-4058-b1d2-b0f6a4f2101f,4.0,3.67,5.0,4.33,4.25
3d61e880-8db4-46ac-a184-e21a261ff379,3.33,3.0,5.0,3.0,3.58
d946fa53-b6d6-47ca-aacf-9c90fb5ff111,3.33,2.33,4.67,4.67,3.75
2e253957-c483-43bf-8596-3b4c3a424f94,2.0,2.0,2.0,4.33,2.58
f4fada17-95af-4ae0-a003-6be34b305cdf,5.0,5.0,5.0,5.0,5.0
07398040-e908-4514-9ba2-242cd70b73db,3.33,4.33,5.0,5.0,4.42
aa289840-419d-477c-9909-3430f19e4316,3.33,4.0,4.67,4.67,4.17
05bd1f69-9a8e-43c7-a889-9a08ce6b1647,3.33,3.0,3.0,3.0,3.08
afb10af3-221d-4beb-bec1-5723a82a0d05,2.0,4.0,4.33,4.67,3.75
099a949f-f1d0-4b7d-adb6-502ef7141d55,3.67,4.0,4.33,4.0,4.0
21c05866-0683-48b5-a212-22c67186b2c4,4.0,4.33,3.33,5.0,4.16
a6b066e5-e511-4479-a72a-86aeb359db04,3.0,3.67,3.67,3.67,3.5
1015ebe6-39ff-4fb8-832f-3b9563661dea,3.67,5.0,5.0,5.0,4.67
0b45d385-c9d6-4d1b-8b77-5188b6704113,3.67,4.0,4.67,4.33,4.17
11d9ce6a-b4a4-4ff5-b4f4-f1749530685d,2.0,2.67,2.33,2.33,2.33
65c5910f-a8ea-4794-a232-cb1055d6a130,3.67,3.33,3.33,5.0,3.83
da926e04-a73b-4ed3-b00b-81b727c248a6,3.33,4.0,4.0,5.0,4.08
72cb4702-313f-4070-ad32-5e5b4219d391,4.33,4.67,4.67,5.0,4.67
128eefd4-f54f-4f33-9520-813144b48c56,4.0,5.0,5.0,5.0,4.75
3c121f7f-f311-4d3c-a715-bc2d678f763c,3.33,4.0,4.33,5.0,4.16
7c1fb65c-1eb9-43a6-9842-0d7a1542f2e7,2.33,1.67,1.0,1.0,1.5
029909c1-ee8f-4a91-a12b-57fdf8a26c18,2.67,3.0,3.0,3.0,2.92
a4b60386-9442-40e8-b8fb-efea086b3dd2,2.33,4.67,3.0,4.67,3.67
8e4e399a-c8c1-42fe-b9aa-053656f3e2e4,4.67,3.33,4.33,3.0,3.83
df3d1c3a-4559-4a13-9cef-dfa545380c3a,3.0,3.33,4.0,4.0,3.58
6397aa71-0b1d-43ab-a2f9-e4afd2cff3f9,3.0,5.0,5.0,5.0,4.5
fde6fd4c-b95a-400d-b98e-e79e17ec886e,4.33,4.67,5.0,4.67,4.67
c6e5dca2-4768-4027-8062-435fddea3e37,1.0,4.33,5.0,5.0,3.83
77a1448d-7428-4388-933f-0ca66e21d0cc,3.67,5.0,5.0,4.67,4.58
819c4d1f-b451-4423-8095-a371b5e3f811,4.33,3.67,5.0,4.67,4.42
1ca486d4-916b-4aa5-be8d-6f9591039217,3.67,3.67,3.33,4.33,3.75
b44220e3-cc12-442e-b08f-338b56538a17,4.67,4.67,4.0,5.0,4.58
92f95c4f-41a0-4654-abf2-a6155849d63c,3.67,4.0,4.33,4.0,4.0
1bdfbd17-37ec-4989-8abe-4be5642d6759,3.33,4.0,4.67,4.0,4.0
14a6cb25-2358-42ec-88f5-7c3701e3eaff,3.0,5.0,5.0,5.0,4.5
5827645e-d2e1-4ff3-baa7-22bb818018df,4.33,4.67,5.0,5.0,4.75
3562cfcf-d0e9-4448-8d39-5c8173823623,1.0,2.0,3.33,2.33,2.16
c836957f-3aaa-4af2-9fe7-778c31b65e29,4.67,5.0,4.33,5.0,4.75
6272585b-e598-4d76-a54d-dd7eb4415fcc,4.33,5.0,3.67,5.0,4.5
7a559aeb-3cf9-493e-87ab-a82a5844592e,3.33,4.0,4.0,4.67,4.0
0383caa2-4812-4f67-98d3-a63cbc7e413c,3.67,4.0,4.67,4.0,4.08
58c5feec-7fe2-4253-9d8d-52cc8872a5fe,4.33,3.67,4.0,4.67,4.17
997319ae-86c0-4c4e-895c-a446f8dc78e9,3.67,3.67,4.0,4.0,3.84
cf4a8677-283e-4c70-b360-fbf238b7b45e,3.67,5.0,5.0,5.0,4.67
61fda73e-af5a-4170-a84c-eedc6535864c,2.33,3.33,4.0,3.33,3.25
cf8efd5f-ccfb-48c2-9d8c-9c1a1a3fd00e,4.0,3.67,4.0,5.0,4.17
da887999-effb-4ed1-85d6-50566239f171,2.0,2.33,2.67,3.67,2.67
ff3a0d6c-e55f-4f4a-a936-b3d9c56e1c35,3.0,3.67,5.0,3.0,3.67
99dc2f5b-64f2-4cd6-9bf7-ad775a3f069c,4.67,4.0,4.67,5.0,4.58
9d33048f-fb1e-47e6-809f-6f7abe49834e,3.33,3.33,4.67,4.0,3.83
16f13f1d-4c39-461e-a16d-4484d4ac0b0a,4.0,5.0,4.67,5.0,4.67
35f2028d-2fcb-4831-bebc-1828b24985d1,4.33,5.0,5.0,5.0,4.83
bb63f9e2-27fd-447b-8014-4b9362909cf2,3.0,3.0,3.0,4.33,3.33
44ca7d67-2129-410b-bc72-01f027b953a8,2.33,3.67,5.0,2.33,3.33
e1f801d3-91e8-4a01-80d9-e544fd4bb9f9,3.67,4.0,5.0,5.0,4.42
07e45864-3615-49db-9b4c-599384a73639,3.67,3.33,4.33,4.67,4.0
26d3f488-78fb-48da-8b7b-b6b1d57bf502,2.67,4.0,3.33,3.33,3.33
f3823a0b-0a8c-49f0-ab37-e23e87853832,3.0,3.67,4.67,4.67,4.0
975cf12e-b79d-4843-b15b-d6d954e116de,3.67,4.0,5.0,4.67,4.34
